Tokens for Kommisar - Springtime
Timestamp: 20260126201528
Shape: torch.Size([9679, 32])
----------------------------------------
Frame | Codebooks (0-31)
4085  | 60   98   375  61   246  453  259  191  971  1013 849  505  602  338  764  760  814  468  994  817  538  437  305  483  275  277  952  1009 876  476  478  316 
4086  | 678  510  935  881  121  586  813  902  275  497  919  897  519  1009 603  958  868  455  321  972  817  847  882  374  268  400  219  872  557  437  633  675 
4087  | 60   235  461  487  183  375  246  741  904  190  851  949  651  385  908  503  63   295  306  392  659  891  258  652  655  884  930  312  970  578  296  572 
4088  | 442  978  783  603  263  996  373  463  919  438  1014 681  672  273  849  573  543  279  315  282  990  341  169  685  675  431  613  782  1007 308  568  506 
4089  | 60   98   419  83   11   120  806  537  49   756  789  658  795  895  331  476  444  242  823  915  999  930  609  871  915  466  804  919  278  244  416  853 
4090  | 442  132  558  902  274  207  816  326  812  591  324  759  833  866  195  622  704  229  820  902  621  366  679  462  861  786  510  670  941  664  957  597 
4091  | 493  569  69   49   605  1004 187  359  616  1023 947  530  391  618  438  101  207  468  649  854  266  780  971  971  1003 556  411  280  572  661  581  906 
4092  | 664  203  38   646  116  200  638  671  358  692  946  812  930  408  816  658  344  409  227  871  693  556  807  519  764  623  455  249  675  578  869  435 
4093  | 589  138  348  874  80   124  937  629  211  499  890  1020 464  340  375  885  720  210  218  962  238  858  477  532  862  535  456  831  772  937  375  928 
4094  | 156  1022 778  1021 643  689  347  517  973  320  546  325  917  319  915  447  806  695  830  865  634  877  551  231  538  260  657  921  722  528  804  955 
4095  | 29   240  935  905  342  113  883  699  611  860  788  787  945  899  298  902  886  210  328  812  733  286  200  925  957  662  495  296  406  876  678  989 
4096  | 357  319  32   104  93   72   571  750  664  800  795  531  306  564  955  788  413  606  373  387  994  444  215  586  927  598  289  286  247  745  940  861 
4097  | 294  40   811  599  219  742  40   332  945  511  163  639  1013 702  975  1023 811  782  658  530  975  416  834  992  1015 688  1005 711  470  788  249  601 
4098  | 381  11   153  283  379  301  550  15   353  368  391  739  252  874  699  733  901  353  988  549  244  896  697  763  613  261  668  934  737  677  816  842 
4099  | 249  576  942  423  670  658  225  133  941  759  232  510  671  907  415  391  557  287  932  220  653  724  736  833  689  1015 296  280  933  675  694  612 
4100  | 46   70   809  248  388  778  877  974  550  909  963  169  734  928  371  945  768  961  531  338  733  624  231  858  286  948  694  931  700  529  911  968 
4101  | 211  901  800  72   380  546  128  979  886  196  834  908  676  823  865  764  378  251  108  963  174  928  526  931  282  610  1011 536  963  849  847  777 
4102  | 381  807  558  645  755  962  69   330  630  346  995  618  686  541  1023 527  523  147  779  612  819  441  669  650  889  860  286  296  689  935  940  597 
4103  | 211  828  959  120  283  975  951  4    189  486  210  409  701  188  365  627  624  154  557  158  357  752  910  783  318  540  859  706  611  947  931  460 
4104  | 443  651  48   749  305  916  149  951  850  98   235  894  615  722  680  469  643  572  986  659  209  844  394  699  917  264  662  731  871  270  716  694 
4105  | 973  210  466  12   436  681  219  503  519  819  120  258  654  965  791  621  848  17   1007 859  736  676  643  997  535  511  361  525  247  472  786  671 
4106  | 845  159  396  274  0    973  838  351  674  1001 851  978  967  854  902  886  724  963  809  359  752  711  928  902  977  957  732  894  582  887  589  845 
4107  | 41   1015 288  415  973  69   177  496  474  171  665  565  630  783  764  781  561  848  515  944  288  548  831  590  507  455  1005 535  279  1004 831  733 
4108  | 973  231  75   902  603  691  843  797  824  693  175  175  857  755  503  585  654  402  752  443  796  733  991  452  315  682  322  244  939  584  696  579 
4109  | 644  321  268  415  578  762  121  796  898  380  448  255  686  340  269  745  979  383  423  623  158  1010 886  573  975  894  524  992  320  852  674  740 
4110  | 536  440  275  769  430  177  443  376  346  209  160  178  321  589  392  473  661  448  338  751  681  411  889  724  547  970  1015 670  911  1000 670  706 
4111  | 383  462  698  926  853  870  968  846  143  190  893  88   403  598  674  352  128  724  796  461  158  961  531  846  651  1010 714  746  984  946  551  789 
4112  | 282  395  421  218  139  741  432  616  281  911  701  1012 350  199  763  475  526  401  770  580  87   685  717  993  155  664  909  525  514  614  720  537 
4113  | 644  77   651  73   838  552  946  513  692  408  476  547  588  287  899  851  594  197  649  612  382  885  399  956  940  716  448  653  576  382  941  977 
4114  | 332  525  596  547  577  204  725  434  249  387  541  827  678  734  568  263  527  580  844  76   234  930  861  248  764  600  899  905  580  601  956  892 
4115  | 150  999  596  664  969  30   858  233  259  342  558  589  524  955  435  910  751  399  851  497  583  446  531  285  470  1014 486  957  789  1011 947  973 
4116  | 282  255  774  907  881  621  625  71   321  895  642  319  571  987  917  979  941  401  739  534  646  486  308  729  991  509  725  769  558  166  326  994 
4117  | 644  986  278  478  968  645  935  206  266  469  262  701  813  800  437  910  990  667  869  731  952  847  272  649  557  459  614  974  670  413  500  427 
4118  | 258  903  779  609  670  312  694  978  511  687  1022 542  593  588  718  855  62   205  774  498  705  934  198  625  953  754  574  308  293  762  895  947 
4119  | 468  295  640  664  574  39   56   820  902  581  782  702  297  397  1021 985  610  341  183  635  974  665  728  843  240  1011 588  669  796  838  978  985 
4120  | 689  117  665  49   695  717  560  425  660  215  836  231  652  851  357  749  358  973  574  994  323  376  913  729  619  986  427  416  867  941  624  734 
4121  | 249  732  661  34   650  413  988  203  965  697  874  174  997  843  331  625  728  439  310  907  945  746  902  921  283  574  394  201  669  465  386  827 
4122  | 498  280  38   360  274  706  397  174  88   697  537  337  918  131  363  464  60   183  502  377  883  633  1016 1009 567  702  427  380  735  706  923  931 
4123  | 71   358  626  813  465  465  96   7    776  597  941  520  629  769  812  578  170  247  464  267  668  869  621  677  476  320  597  571  842  673  537  523 
4124  | 364  874  402  831  719  944  301  747  694  297  888  900  725  743  837  786  956  85   663  950  790  395  945  483  872  724  922  834  789  532  453  670 
4125  | 178  34   706  842  236  299  491  354  539  816  77   283  892  370  851  629  326  514  801  267  164  791  945  982  987  797  348  477  647  810  738  951 
4126  | 443  699  834  191  186  614  3    855  952  965  292  775  721  806  928  510  718  621  849  919  832  780  711  553  647  1009 488  270  518  602  299  649 
4127  | 299  687  546  283  616  832  780  1001 944  775  789  978  623  835  690  992  490  360  979  897  450  176  601  783  853  978  411  461  910  792  420  463 
4128  | 35   143  958  378  19   130  718  996  296  591  418  798  400  376  383  972  499  599  499  881  256  538  954  943  498  792  273  769  854  768  865  991 
4129  | 46   329  179  86   49   265  493  488  168  702  467  957  553  850  731  371  68   933  314  202  799  427  856  870  748  996  629  688  1013 622  808  686 
4130  | 443  162  726  768  10   458  315  547  973  881  617  626  354  567  607  382  408  204  701  698  828  699  570  649  991  634  903  966  894  437  668  1018
4131  | 443  102  587  813  690  589  17   974  480  182  354  324  638  560  704  873  752  180  237  671  595  805  954  984  848  731  322  326  867  899  840  899 
4132  | 282  828  547  984  163  69   281  498  223  426  379  666  929  708  118  923  331  495  807  224  43   846  500  769  919  922  219  873  731  1016 552  249 
4133  | 2    456  904  176  325  584  372  192  503  981  574  510  900  392  972  600  344  562  559  368  213  152  200  374  483  990  1012 549  844  696  849  954 
4134  | 282  651  716  946  308  406  432  176  465  202  98   878  525  808  562  883  901  569  554  73   1014 778  844  1009 271  916  634  437  724  761  863  755 
4135  | 2    986  206  932  552  67   918  131  663  1008 760  560  784  892  717  417  699  132  762  587  711  683  878  877  745  956  544  929  395  465  300  776 
4136  | 282  131  775  923  474  832  172  279  117  400  984  523  762  287  1008 598  544  732  603  894  803  875  582  356  911  893  481  935  675  971  276  477 
4137  | 2    979  833  524  281  992  109  634  771  271  427  390  1003 780  692  673  718  378  305  789  458  932  823  1015 920  652  842  871  1001 792  507  771 
4138  | 558  34   523  984  687  925  820  850  336  493  631  189  320  503  232  614  567  512  433  636  801  304  293  757  455  398  569  778  790  608  703  878 
4139  | 2    533  38   338  308  563  1017 929  545  845  635  299  338  960  707  768  840  9    933  788  780  651  556  395  659  552  309  725  970  779  879  557 
4140  | 355  276  276  1021 298  936  861  156  592  129  374  879  606  531  744  574  456  25   196  973  908  263  285  562  897  233  707  438  464  719  1006 947 
4141  | 14   161  984  783  979  44   414  961  152  346  314  779  453  426  817  672  975  339  195  611  958  210  869  800  243  619  427  1016 975  611  692  696 
4142  | 355  483  313  34   82   381  864  294  772  569  284  235  308  587  672  403  150  474  1002 839  1016 960  828  899  987  879  979  725  980  904  452  693 
4143  | 0    102  15   465  159  731  706  167  304  170  409  425  995  375  1001 557  693  499  804  419  361  489  893  285  898  975  1009 1011 667  510  933  789 
4144  | 569  99   125  1017 247  227  187  448  124  858  397  621  1021 746  726  548  809  872  293  807  880  200  641  556  915  737  926  671  727  728  759  896 
4145  | 167  837  402  831  632  54   821  366  443  678  642  232  747  518  319  439  668  68   1020 938  550  875  875  354  999  722  289  976  513  939  750  597 
4146  | 302  764  28   241  312  42   462  287  448  113  410  327  544  967  780  510  780  456  199  667  709  556  870  814  498  881  963  569  855  969  935  768 
4147  | 930  161  374  265  235  7    937  868  781  916  1014 186  359  525  855  775  387  87   911  487  537  481  444  1021 877  938  470  738  921  419  647  597 
4148  | 295  40   198  975  116  765  987  161  179  714  874  451  855  944  352  763  930  559  800  152  929  871  707  686  618  962  460  1009 738  665  246  799 
4149  | 678  641  774  700  269  379  236  771  708  977  699  658  396  155  712  1003 306  187  635  821  382  967  619  936  926  300  314  681  320  719  696  646 
4150  | 873  802  530  305  616  214  650  17   399  844  355  214  857  416  999  851  855  471  355  871  413  235  282  688  682  920  999  474  706  980  547  594 
4151  | 490  908  527  766  979  193  646  1000 212  464  358  931  266  243  366  819  150  167  3    657  602  567  837  699  880  980  534  536  1013 560  907  669 
4152  | 525  224  24   680  584  930  716  730  818  138  460  816  243  362  388  168  129  582  535  827  383  854  757  573  243  563  572  816  296  512  791  465 
4153  | 671  735  535  469  360  682  246  748  735  896  874  932  364  294  516  423  813  51   351  788  547  424  787  239  776  783  1002 961  296  547  415  745 
4154  | 277  235  375  833  216  148  425  482  574  454  208  966  875  447  286  405  408  83   931  198  496  291  612  673  985  924  807  231  612  664  290  556 
4155  | 60   507  69   15   526  236  346  326  907  478  63   190  453  547  728  692  944  474  843  926  807  573  950  757  593  951  888  534  491  577  731  585 
4156  | 355  545  933  368  810  0    236  338  892  17   157  303  911  383  926  781  747  88   596  713  793  586  834  562  671  620  1004 1010 827  597  697  317 
4157  | 2    699  506  664  280  290  956  402  762  334  455  425  511  915  782  551  649  162  729  603  776  286  977  932  926  676  715  772  601  609  313  941 
4158  | 355  567  759  748  244  216  840  221  968  770  742  592  584  766  357  725  62   189  405  663  558  414  712  620  882  664  1002 678  640  764  945  723 
4159  | 384  11   337  804  236  941  369  443  779  501  902  297  575  247  880  721  872  166  411  173  976  900  998  987  1017 993  797  864  861  852  573  525 
4160  | 355  483  933  950  421  216  862  384  161  634  744  522  589  858  980  574  806  933  277  369  638  284  1013 1010 848  926  495  1002 641  973  986  640 
4161  | 845  978  654  274  343  367  325  31   858  591  438  50   408  851  913  1023 998  430  558  465  674  446  446  715  951  999  553  273  406  253  612  766 
4162  | 156  447  957  140  255  261  349  403  268  685  441  523  832  988  453  883  846  50   792  578  808  701  1022 189  496  849  671  598  692  593  450  625 
4163  | 384  98   271  186  865  790  870  717  974  738  527  596  71   582  708  831  203  520  745  639  940  759  933  814  645  689  600  296  572  690  696  708 
4164  | 60   975  315  653  943  368  657  404  929  436  210  836  536  591  215  133  1001 306  485  914  605  812  977  950  240  910  503  790  328  295  752  622 
4165  | 384  774  596  903  943  381  672  777  163  944  691  773  826  680  806  359  363  349  243  302  879  922  242  593  656  324  400  528  975  401  493  934 
4166  | 60   828  329  502  773  926  432  14   659  582  923  478  986  971  296  254  1020 234  468  174  43   354  319  577  317  815  320  552  704  472  400  633 
4167  | 211  901  914  737  552  136  49   834  221  914  460  675  788  179  894  332  561  699  435  959  441  484  595  587  964  1020 170  529  910  328  779  675 
4168  | 474  508  314  281  698  698  999  723  86   170  812  854  949  371  821  389  612  174  251  399  831  175  440  707  724  486  572  844  540  980  461  649 
4169  | 442  321  276  833  333  556  189  868  191  950  338  656  891  393  775  468  404  438  252  714  674  690  693  877  766  851  842  738  775  857  897  819 
4170  | 0    410  314  305  450  760  74   426  215  216  636  378  379  1007 247  529  940  378  887  929  996  844  913  975  369  857  713  614  893  815  503  842 
4171  | 610  32   956  128  405  381  121  615  809  256  315  977  576  447  778  476  453  517  457  476  995  491  208  713  749  694  296  552  555  534  312  604 
4172  | 330  708  288  73   779  864  806  458  416  167  850  949  893  799  954  736  739  448  878  527  792  603  694  288  735  511  963  644  639  396  772  918 
4173  | 493  206  686  5    184  801  301  882  290  489  332  122  358  465  730  782  367  247  174  998  940  913  417  503  469  1015 567  660  596  607  893  294 
4174  | 173  823  33   753  167  743  579  683  702  170  302  719  851  649  714  863  799  590  1011 835  826  594  782  587  975  884  831  262  721  937  1016 765 
4175  | 355  34   392  123  422  859  347  49   105  895  577  493  859  800  444  630  998  925  348  607  243  1004 644  551  444  456  1022 589  617  314  1010 934 
4176  | 692  673  804  871  222  742  705  603  968  581  846  599  37   993  987  1013 895  330  65   808  498  972  807  326  940  752  457  479  290  762  875  604 
4177  | 277  263  284  253  603  15   69   869  774  966  781  932  511  272  215  398  561  335  860  714  814  679  907  827  470  729  319  615  499  602  279  988 
4178  | 266  721  784  186  210  538  298  131  965  665  338  979  430  586  665  343  535  689  584  671  288  425  432  693  654  734  904  510  530  491  498  594 
4179  | 440  303  314  420  877  675  245  564  768  287  966  534  788  404  449  961  746  1010 938  876  585  1010 610  230  513  894  359  1023 196  707  402  988 
4180  | 883  326  775  671  887  76   794  111  564  242  799  302  522  350  372  605  496  33   882  594  744  1011 230  741  937  657  683  973  589  643  232  297 
4181  | 355  641  544  525  445  804  213  717  665  753  633  457  666  769  789  833  449  313  328  864  859  819  1008 994  318  978  987  863  978  831  475  512 
4182  | 50   214  866  254  578  550  312  869  730  441  348  677  124  564  619  583  727  16   706  909  767  465  889  575  441  916  245  754  898  921  299  477 
4183  | 178  281  398  254  493  532  153  812  704  614  809  449  719  402  636  487  831  109  200  172  867  789  779  503  536  941  889  297  773  831  913  929 
4184  | 0    986  382  726  423  473  510  797  175  561  175  1020 773  456  482  619  666  911  390  819  727  870  490  429  600  645  423  934  938  898  308  694 
4185  | 678  951  715  604  943  210  914  181  573  787  905  396  830  619  565  437  702  935  974  779  314  429  584  816  409  885  868  546  874  888  296  757 
4186  | 442  816  679  40   602  575  553  629  29   304  692  451  741  68   231  218  875  639  593  729  478  843  992  661  258  711  486  240  451  677  328  848 
4187  | 498  394  315  559  177  377  374  1001 939  541  515  559  354  681  718  323  718  790  711  836  799  597  201  435  962  854  839  914  773  960  813  590 
4188  | 195  321  866  218  746  369  318  644  740  565  716  472  543  684  304  785  1013 19   1013 248  784  284  632  434  862  529  712  251  293  575  733  484 
4189  | 342  464  335  352  109  90   685  273  559  561  483  655  354  530  611  828  912  43   915  264  773  548  902  678  976  585  611  912  587  442  885  318 
4190  | 32   42   309  494  830  338  878  13   323  561  661  735  574  914  720  934  854  553  872  625  501  514  65   909  617  698  874  716  475  1011 797  925 
4191  | 919  698  520  240  713  407  944  873  707  659  917  354  970  492  932  640  562  592  235  716  892  779  168  689  971  678  1022 513  653  614  463  506 
4192  | 104  674  566  972  421  895  620  763  444  690  297  388  634  764  859  431  696  13   731  703  603  1017 954  906  482  665  488  697  554  615  290  704 
4193  | 718  1009 899  664  200  917  856  918  803  220  702  611  811  485  581  885  456  116  947  743  501  851  399  225  783  219  972  601  1022 166  1005 947 
4194  | 542  637  271  89   535  377  194  76   653  332  239  589  327  670  686  475  955  65   499  1010 656  602  858  938  595  427  348  471  395  765  916  901 
4195  | 507  823  294  724  530  421  212  431  962  348  399  946  1019 247  600  678  635  651  277  873  704  640  168  837  840  677  404  726  754  596  782  634 
4196  | 46   936  273  93   948  725  35   640  570  616  483  694  329  348  534  926  411  135  642  886  894  1017 581  986  638  536  984  522  542  705  879  601 
4197  | 678  450  224  250  891  321  232  791  594  444  893  210  678  961  753  476  694  84   591  906  863  403  876  524  526  1012 1012 811  750  813  670  767 
4198  | 258  130  514  31   687  750  219  267  304  536  845  416  728  824  647  996  883  292  491  600  1003 848  778  861  708  716  455  439  960  437  587  789 
4199  | 572  983  455  322  672  705  569  662  404  473  496  669  634  993  472  681  331  676  464  942  958  1014 876  230  474  974  548  689  321  644  654  804 
4200  | 389  236  89   600  444  498  350  454  711  282  657  623  296  533  414  636  846  330  467  615  592  958  168  856  205  459  1012 583  921  1004 270  661 
4201  | 442  57   38   369  984  136  410  1018 496  578  975  445  690  1015 665  1003 142  857  867  493  692  900  619  230  674  961  585  1006 775  622  308  264 
4202  | 873  265  314  875  112  602  1019 736  941  550  363  301  244  645  766  948  326  650  233  750  902  494  559  998  909  235  394  590  894  1001 829  743 
4203  | 232  206  445  328  790  305  479  658  175  839  314  183  172  757  147  655  317  132  642  468  893  711  829  614  360  580  170  439  763  822  554  933 
4204  | 905  162  65   386  755  627  339  292  687  786  690  337  925  549  915  444  687  437  417  648  1018 227  1009 956  825  876  310  667  860  570  952  572 
4205  | 178  337  640  497  49   755  594  684  335  221  629  691  944  128  654  914  823  297  710  670  502  459  729  888  916  574  940  666  457  980  562  684 
4206  | 0    83   566  977  765  758  1    525  412  227  435  625  1013 494  1016 471  776  168  614  970  950  1001 958  391  265  550  447  596  948  946  320  767 
4207  | 166  464  33   317  938  771  84   231  917  113  672  122  528  481  821  957  492  898  328  955  564  685  942  781  1023 770  945  748  439  397  888  491 
4208  | 232  74   169  994  314  291  779  163  901  216  770  485  753  481  125  431  260  183  615  954  585  968  320  714  896  729  1006 782  918  584  976  438 
4209  | 468  83   941  123  241  557  63   871  128  305  437  660  354  520  815  661  724  59   959  515  638  968  432  700  979  926  883  904  737  292  978  634 
4210  | 4    680  740  653  587  498  837  798  911  298  426  634  902  1010 524  623  640  187  174  808  304  369  603  605  237  785  170  726  682  826  722  557 
4211  | 308  456  463  208  561  192  708  575  971  972  281  645  512  271  960  357  766  180  881  506  737  856  676  884  444  466  597  583  725  270  1001 657 
4212  | 60   223  991  952  288  144  465  176  940  571  738  598  295  758  655  101  872  651  343  756  370  524  587  641  654  964  800  715  772  656  926  929 
4213  | 355  525  549  429  425  383  778  57   712  318  810  626  682  604  501  468  56   142  328  195  200  355  900  392  776  936  807  931  309  682  849  304 
4214  | 214  34   456  57   265  106  485  232  10   175  235  216  974  625  262  967  581  391  923  201  978  263  584  829  208  598  927  824  730  411  870  708 
4215  | 88   553  375  301  267  342  783  607  473  937  699  449  380  313  789  903  1011 68   772  178  619  1010 585  217  782  724  591  770  299  896  897  675 
4216  | 678  919  925  995  920  780  650  564  128  728  624  777  766  458  630  373  45   128  699  735  783  663  593  975  1012 881  847  859  841  735  859  738 
4217  | 42   975  506  34   351  49   241  607  187  843  634  527  581  383  970  569  486  283  228  956  444  722  652  291  576  728  292  284  569  944  997  729 
4218  | 845  759  329  695  326  706  197  145  381  1011 962  799  257  881  990  939  831  401  314  431  158  968  253  512  536  704  1012 278  300  1003 320  644 
4219  | 809  321  113  1017 558  613  391  121  792  619  756  862  1007 622  213  352  641  520  377  629  380  676  773  814  848  803  1009 597  936  745  793  911 
4220  | 384  715  456  469  693  720  563  443  321  771  235  853  810  595  685  601  98   12   536  600  877  626  1023 635  704  612  1015 699  855  542  782  987 
4221  | 483  452  640  691  625  968  797  898  885  926  438  486  950  402  0    655  799  326  360  227  681  697  714  851  538  250  639  520  954  912  666  647 
4222  | 207  12   879  627  668  487  318  8    874  930  715  531  799  915  430  889  838  130  195  863  728  537  850  860  699  1014 613  671  296  898  541  651 
4223  | 277  207  784  921  687  880  418  991  774  647  594  180  566  396  942  558  35   220  959  396  650  519  963  768  912  1011 904  957  611  401  321  980 
4224  | 232  479  557  414  177  136  868  93   173  627  455  585  474  494  408  856  923  250  704  166  909  816  530  524  896  686  916  682  864  469  500  745 
4225  | 678  735  119  705  34   523  336  328  997  723  858  876  885  997  953  304  306  451  227  225  796  635  911  485  243  669  712  575  986  984  546  854 
4226  | 299  93   827  1002 679  79   567  113  977  536  792  452  500  629  262  958  204  841  265  1012 444  896  521  998  814  728  884  495  531  1019 878  518 
4227  | 905  99   797  765  605  936  313  171  85   472  99   547  358  637  651  630  677  257  997  517  439  152  590  860  293  592  947  789  654  910  792  904 
4228  | 46   115  502  903  49   743  917  600  366  358  683  761  942  796  981  838  177  562  351  578  798  725  613  358  593  595  839  876  406  274  909  837 
4229  | 468  831  860  959  140  800  418  350  557  369  220  361  750  692  851  725  877  689  136  362  458  413  715  1019 489  957  847  479  411  539  776  918 
4230  | 633  267  811  790  241  941  232  726  111  443  166  797  783  854  725  669  688  17   632  817  807  969  279  575  552  966  857  279  549  222  797  938 
4231  | 442  99   1001 40   668  587  643  182  657  723  816  895  293  772  731  831  145  401  406  413  849  408  932  567  298  780  677  534  853  943  499  536 
4232  | 498  965  315  246  142  302  926  999  326  572  865  648  796  286  201  331  184  19   576  201  653  1001 528  324  633  315  883  287  631  716  895  658 
4233  | 589  112  22   555  771  699  75   624  330  290  829  301  857  907  572  605  894  277  1002 989  429  998  745  960  626  1003 807  395  603  845  542  810 
4234  | 60   227  723  297  690  801  647  31   573  745  836  735  601  794  416  656  312  590  607  717  401  650  746  787  865  291  899  686  682  298  938  908 
4235  | 149  329  974  138  186  858  500  297  881  215  671  498  736  387  921  503  414  174  257  274  233  215  452  484  1008 482  814  718  1007 783  302  794 
4236  | 762  329  558  22   571  873  372  523  387  535  906  589  387  349  614  1016 925  590  174  166  323  708  788  356  927  529  661  937  724  222  901  775 
4237  | 236  699  862  969  975  774  534  27   50   692  885  488  952  885  586  673  407  694  748  119  1011 303  829  908  559  315  404  923  743  784  1012 317 
4238  | 0    96   210  402  156  727  135  973  799  245  638  626  71   665  1018 657  128  68   3    567  436  538  570  647  900  921  551  623  712  946  807  327 
4239  | 710  70   189  756  943  419  669  668  289  786  808  443  929  426  901  631  861  282  608  629  678  518  94   808  945  935  219  681  395  776  961  989 
4240  | 442  68   94   547  908  327  671  822  613  392  328  974  445  774  304  453  65   704  677  429  188  995  492  985  629  634  963  284  784  650  957  644 
4241  | 498  249  314  824  121  576  568  922  75   320  432  485  403  575  810  223  737  274  668  938  718  427  920  435  487  839  634  380  518  465  1009 966 
4242  | 50   980  222  577  99   215  850  819  276  917  992  372  1007 746  846  859  587  797  432  470  650  446  354  636  526  754  715  894  311  879  319  421 
4243  | 663  13   827  878  292  796  158  221  657  1012 503  405  685  944  890  447  172  28   770  626  1013 998  275  495  496  531  683  1022 671  529  709  585 
4244  | 236  86   89   18   414  890  770  290  829  589  210  770  812  239  621  916  331  272  891  159  895  557  834  870  840  1002 714  721  926  1012 321  900 
4245  | 1007 883  294  729  938  28   966  421  770  869  858  434  960  577  848  623  706  771  557  528  959  594  917  894  701  965  788  959  197  689  545  677 
4246  | 873  415  382  637  844  400  31   149  41   287  360  323  37   651  313  743  593  500  215  325  539  689  1000 272  616  652  860  630  853  714  977  616 
4247  | 480  420  784  284  102  130  420  293  499  891  293  900  1018 446  277  447  543  19   196  554  924  660  878  757  431  620  739  280  278  892  650  752 
4248  | 286  480  549  157  304  611  0    210  502  941  346  954  307  214  656  580  942  556  857  478  849  779  198  709  489  483  954  603  676  964  945  531 
4249  | 4    249  293  505  581  1014 614  961  846  942  521  1001 661  669  930  566  329  148  332  960  793  564  616  994  247  1022 219  457  247  960  323  543 
4250  | 468  123  445  775  325  883  694  706  732  400  858  641  152  122  942  694  526  477  958  1013 987  223  190  502  538  713  489  313  896  298  1001 678 
4251  | 355  226  284  659  554  858  419  866  33   638  581  893  570  453  814  879  669  98   223  481  496  599  890  841  1006 921  566  911  917  396  941  704 
4252  | 776  983  326  905  377  782  407  647  211  888  317  267  553  739  969  991  252  48   850  359  625  585  974  766  659  498  954  518  527  996  852  709 
4253  | 249  335  640  27   922  752  616  520  342  985  674  751  213  718  582  880  808  342  982  1010 488  780  155  383  298  770  614  662  648  1003 947  708 
4254  | 525  1008 55   13   504  895  985  869  1022 897  1006 336  750  387  751  284  832  495  162  277  678  432  862  918  503  597  248  959  934  971  455  764 
4255  | 173  885  775  105  877  201  615  65   482  450  313  629  882  683  980  794  960  582  763  806  237  998  627  773  766  746  937  748  647  812  797  691 
4256  | 529  181  549  22   432  806  169  807  608  232  555  996  427  261  726  833  814  801  162  418  793  802  290  562  724  726  954  609  864  465  829  1019
4257  | 60   991  544  994  757  534  731  189  593  766  399  445  550  239  435  327  238  880  845  567  82   998  407  892  785  312  883  630  494  565  678  259 
4258  | 258  556  723  571  919  962  721  1001 861  170  685  768  722  1016 987  255  584  387  609  417  444  484  836  816  578  958  629  308  682  945  503  713 
4259  | 214  34   529  811  1008 665  527  804  730  755  966  386  569  465  651  802  594  512  758  772  613  718  748  588  560  976  502  852  279  815  863  900 
4260  | 178  171  248  246  314  410  547  365  860  873  487  430  607  851  517  947  250  257  251  794  957  820  811  222  856  818  630  754  816  470  489  985 
4261  | 0    227  762  271  621  42   514  471  529  723  226  262  837  527  918  356  610  165  974  676  780  751  928  734  951  545  928  946  738  944  287  483 
4262  | 678  510  521  711  283  64   638  974  897  408  235  733  705  807  657  856  60   289  232  559  907  934  867  392  285  993  327  935  312  994  807  953 
4263  | 468  828  697  123  464  202  489  296  619  291  98   136  812  828  778  431  746  12   328  839  668  812  588  569  429  758  452  805  968  485  552  715 
4264  | 498  394  569  176  236  163  506  287  774  489  918  960  935  878  750  244  402  247  962  746  1021 998  577  982  505  884  531  761  1017 620  1022 708 
4265  | 290  669  603  994  846  984  771  590  763  743  690  574  157  251  558  794  983  459  968  702  736  725  245  490  897  583  555  246  691  1000 952  918 
4266  | 60   762  363  1003 22   530  555  490  321  760  463  643  405  435  510  631  408  51   863  529  443  983  548  668  977  971  642  662  365  939  569  905 
4267  | 845  479  529  276  504  273  13   502  658  182  992  573  914  523  368  217  344  244  101  822  801  440  985  693  928  702  562  649  366  959  631  512 
4268  | 498  11   268  338  876  584  123  190  624  640  970  430  881  886  363  417  452  251  265  178  679  393  818  973  625  886  447  923  572  689  947  966 
4269  | 214  98   439  350  369  914  168  863  613  474  979  909  789  685  568  485  182  724  669  759  1010 787  518  236  569  1002 915  1006 527  314  259  767 
4270  | 384  440  0    757  387  784  718  657  257  926  370  570  527  894  759  819  314  580  865  387  973  232  726  619  1010 888  457  412  366  293  923  276 
4271  | 885  32   682  784  105  258  604  672  956  435  966  388  836  333  953  912  403  122  984  917  679  312  867  525  969  657  519  721  765  476  708  906 
4272  | 1008 806  270  322  828  740  401  780  612  422  685  111  624  451  810  503  154  82   252  198  545  550  743  848  401  934  690  626  260  1002 868  738 
4273  | 271  641  846  295  207  56   719  446  700  969  218  484  528  355  939  542  38   386  996  887  715  974  452  967  974  755  695  583  305  941  508  669 
4274  | 443  115  352  316  732  325  104  571  478  215  339  634  981  575  951  966  315  55   750  997  443  594  850  674  970  954  893  310  589  967  904  888 
4275  | 355  102  456  502  781  717  957  808  721  991  419  359  794  990  121  966  445  879  919  601  443  466  453  837  913  922  1003 1000 649  573  270  991 
4276  | 919  170  283  79   177  298  168  747  441  429  722  482  997  834  453  458  449  599  895  846  621  778  773  509  496  419  481  1002 947  954  814  294 
4277  | 329  521  146  545  250  736  1020 625  315  943  574  792  904  363  711  542  476  670  413  575  497  440  869  307  907  600  251  404  572  717  1004 678 
4278  | 623  886  140  695  75   319  599  131  231  623  248  749  943  201  482  443  926  599  718  624  1018 440  477  516  662  625  843  465  258  714  688  823 
4279  | 332  407  721  429  668  27   556  255  574  880  564  608  265  826  339  872  652  582  596  937  925  366  996  953  765  765  563  835  776  763  322  609 
4280  | 692  903  337  750  143  97   257  755  850  780  711  401  407  326  915  857  1022 831  215  862  82   954  997  284  722  884  727  438  328  602  569  954 
