file_path,file_name,extension,duration_sec,n_onsets,onsets_per_sec,associated_chart
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉZÉCÉMÉmÉ`ÉJÉâ/à˙ñÇç~ó’ÉfÉrÉãÅôÉJÅ[ÉjÉoÉã éÂëËâÃÅuÉZÉCÉMÉmÉ`ÉJÉâÅvìÆâÊÉoÅ[ÉWÉáÉì.mp3,à˙ñÇç~ó’ÉfÉrÉãÅôÉJÅ[ÉjÉoÉã éÂëËâÃÅuÉZÉCÉMÉmÉ`ÉJÉâÅvìÆâÊÉoÅ[ÉWÉáÉì.mp3,.mp3,108.09,170,1.5728,basic.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/MAYBE ROSY KISS/MAYBE ROSY KISS.mp3,MAYBE ROSY KISS.mp3,.mp3,123.1,229,1.8602,MAYBE ROSY KISS.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/gogoloveyou/gogoloveyou.mp3,gogoloveyou.mp3,.mp3,93.64,430,4.5922,gogoloveyou.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/zuttomiraimo/zuttomiraimo.mp3,zuttomiraimo.mp3,.mp3,132.31,174,1.3151,zuttomiraimo.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/åNÇ…ìÕÇ≠Ç‹Ç≈/sakura.mp3,sakura.mp3,.mp3,137.67,151,1.0969,åNÇ…ìÕÇ≠Ç‹Ç≈.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/guruÅáguru/guruÅáguru.mp3,guruÅáguru.mp3,.mp3,151.3,441,2.9147,guruÅáguru.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Symphonic Love All Star/Symphonic Love All Star.mp3,Symphonic Love All Star.mp3,.mp3,96.76,318,3.2866,Symphonic Love All Star.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/îÈñßédä_ÇØÇÃApple/îÈñßédä_ÇØÇÃApple.mp3,îÈñßédä_ÇØÇÃApple.mp3,.mp3,142.37,449,3.1538,îÈñßédä_ÇØÇÃApple.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑Ex/Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.mp3,Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.mp3,.mp3,137.61,500,3.6334,Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/iÇâÇ´Ç»Ç≥Ç¢/iÇâÇ´Ç»Ç≥Ç¢.mp3,iÇâÇ´Ç»Ç≥Ç¢.mp3,.mp3,99.58,407,4.0873,iÇâÇ´Ç»Ç≥Ç¢.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇÃÇœÇ…Ç¡Ç≠ÅôÇÈÅ[Çﬁ/óˆÇÃÇœÇ…Ç¡Ç≠ÅôÇÈÅ[Çﬁ.mp3,óˆÇÃÇœÇ…Ç¡Ç≠ÅôÇÈÅ[Çﬁ.mp3,.mp3,138.57,397,2.865,óˆÇÃÇœÇ…Ç¡Ç≠ÅôÇÈÅ[Çﬁ.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Happy xx time/Happy xx time.mp3,Happy xx time.mp3,.mp3,106.03,493,4.6495,basic.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/VAMPIRE FLOWERS Ex/VAMPIRE FLOWERS.mp3,VAMPIRE FLOWERS.mp3,.mp3,107.15,38,0.3546,VAMPIRE FLOWERS.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/koiseyootome/koiseyootome.mp3,koiseyootome.mp3,.mp3,89.26,43,0.4817,koiseyootome.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Piece of Time/Piece of Time.mp3,Piece of Time.mp3,.mp3,133.38,425,3.1864,Piece of Time.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ìVãÛÇÃïó/ìVãÛÇÃïó.mp3,ìVãÛÇÃïó.mp3,.mp3,89.85,306,3.4057,ìVãÛÇÃïó.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆëM„áóê/rensen.mp3,rensen.mp3,.mp3,102.77,125,1.2164,rensen.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/DebackKyariban/DebackKyariban.mp3,DebackKyariban.mp3,.mp3,93.62,245,2.6169,DebackKyariban.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñÈñæÇØÇÃêØãÛ/yoake.mp3,yoake.mp3,.mp3,141.89,735,5.1801,yoake.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÅıèçÇÃè¨à´ñÇÉâÉîÉäÉBÅ`ÉåÉCÉfÉBÉIÅı/koakuma.mp3,koakuma.mp3,.mp3,110.65,240,2.1689,koakuma.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Precious Wing/Precious Wing.mp3,Precious Wing.mp3,.mp3,106.11,450,4.2409,Precious Wing.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇ≥Ç≠É~ÉâÉC Ex/koisakumirai.mp3,koisakumirai.mp3,.mp3,121.36,430,3.543,koisakumirai.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/GIB/Wonderful.mp3,Wonderful.mp3,.mp3,98.85,312,3.1564,basic.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Cherry My Heart/Cherry My Heart.mp3,Cherry My Heart.mp3,.mp3,104.1,413,3.9674,Cherry My Heart.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉXÉgÉåÉCÉgÉVÅ[Év/ÉXÉgÉåÉCÉgÉVÅ[Év.mp3,ÉXÉgÉåÉCÉgÉVÅ[Év.mp3,.mp3,107.73,539,5.0033,ÉXÉgÉåÉCÉgÉVÅ[Év.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Mo!No!/Mo!No!.mp3,Mo!No!.mp3,.mp3,83.59,73,0.8733,Mo!No!.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Repeats world/Repeats world.mp3,Repeats world.mp3,.mp3,117.76,373,3.1675,Repeats world.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Dreht_Sich!/BFMOVIE400.mp3,BFMOVIE400.mp3,.mp3,140.07,320,2.2846,Dreht_sich.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Angel Eyes/Angel Eyes.mp3,Angel Eyes.mp3,.mp3,92.1,393,4.2673,Angel Eyes.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/âΩÇ…Ç‡Ç»Ç¢ÅIÇ§ÇΩÅB/âΩÇ…Ç‡Ç»Ç¢ÅIÇ§ÇΩÅB.mp3,âΩÇ…Ç‡Ç»Ç¢ÅIÇ§ÇΩÅB.mp3,.mp3,133.16,202,1.517,âΩÇ…Ç‡Ç»Ç¢ÅIÇ§ÇΩÅB.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉIÉÇÉEÉ`ÉJÉâ/ÉIÉÇÉEÉ`ÉJÉâ.mp3,ÉIÉÇÉEÉ`ÉJÉâ.mp3,.mp3,102.4,346,3.3789,ÉIÉÇÉEÉ`ÉJÉâ.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Graceful Anomaly/Graceful Anomaly.mp3,Graceful Anomaly.mp3,.mp3,103.05,413,4.0076,Graceful Anomaly.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñ≤ÇÃpreparation/preparation.mp3,preparation.mp3,.mp3,89.81,398,4.4316,preparation.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/êØÇÃÇÊÇ§Ç…Ç»ÇËÇΩÇ¢/êØÇÃÇÊÇ§Ç…Ç»ÇËÇΩÇ¢.mp3,êØÇÃÇÊÇ§Ç…Ç»ÇËÇΩÇ¢.mp3,.mp3,108.64,268,2.4668,êØÇÃÇÊÇ§Ç…Ç»ÇËÇΩÇ¢.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Trickstar/Trickstar.mp3,Trickstar.mp3,.mp3,109.08,290,2.6587,Trickstar.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/euphoria/euphoria.mp3,euphoria.mp3,.mp3,106.53,462,4.3369,euphoria.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Steal My Heart/Steal My Heart.mp3,Steal My Heart.mp3,.mp3,99.03,379,3.8271,Steal My Heart.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã/ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã.mp3,ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã.mp3,.mp3,114.73,258,2.2488,ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ageless Love/Ageless Love.mp3,Ageless Love.mp3,.mp3,151.88,281,1.8502,Ageless Love.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ócèóÇ…Ç»ÇËÇΩÇ¢/ócèóÇ…Ç»ÇËÇΩÇ¢.mp3,ócèóÇ…Ç»ÇËÇΩÇ¢.mp3,.mp3,124.34,526,4.2302,basic.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/brain analysis/brain analysis.mp3,brain analysis.mp3,.mp3,113.02,187,1.6546,brain analysis.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVEÉRÉìÅ~ÉXÉLÉìÉVÉbÉvÉX/Lovecons.mp3,Lovecons.mp3,.mp3,90.21,283,3.137,Lovecons.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉlÉKÉCÉ~ÉY -KILL-/nekill.mp3,nekill.mp3,.mp3,111.05,321,2.8906,nekill.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Reconquista/Reconquista.mp3,Reconquista.mp3,.mp3,101.42,459,4.5257,Reconquista.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ityaprincess/ityaprincess.mp3,ityaprincess.mp3,.mp3,113.01,211,1.8672,ityaprincess.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/karakuri/karakuri.mp3,karakuri.mp3,.mp3,134.58,386,2.8681,karakuri.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Snow Wish/Snow Wish.mp3,Snow Wish.mp3,.mp3,107.13,262,2.4457,Snow Wish.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/grand blue/grand blue.mp3,grand blue.mp3,.mp3,125.1,504,4.0288,grand blue.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/É~ÉâÉNÉãÉnÉCÉvÉåÉbÉVÉÉÅ[/miracle.mp3,miracle.mp3,.mp3,106.81,321,3.0052,miracle.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/good high school/good high school.mp3,good high school.mp3,.mp3,105.87,389,3.6742,good high school.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇ–óˆÇ”âè Ex/koikoi.mp3,koikoi.mp3,.mp3,104.23,377,3.6171,koikoi.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Dear/Dear.mp3,Dear.mp3,.mp3,119.86,337,2.8115,Dear.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/èâóˆÉÅÉçÉìKiss/èâóˆÉÅÉçÉìKiss.mp3,èâóˆÉÅÉçÉìKiss.mp3,.mp3,117.05,512,4.374,èâóˆÉÅÉçÉìKiss.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ê¬Ç∆îíÇÃãtï˚å¸/ê¬Ç∆îíÇÃãtï˚å¸.mp3,ê¬Ç∆îíÇÃãtï˚å¸.mp3,.mp3,85.81,182,2.1209,ê¬Ç∆îíÇÃãtï˚å¸.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/NAIAIAI/NAIAIAI.mp3,NAIAIAI.mp3,.mp3,123.21,369,2.9949,NAIAIAI.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉNÉçÅ[ÉoÅ[/ÉNÉçÅ[ÉoÅ[.mp3,ÉNÉçÅ[ÉoÅ[.mp3,.mp3,99.16,444,4.4776,ÉNÉçÅ[ÉoÅ[.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/(remi)-reduction division-/Red -reduction division-.mp3,Red -reduction division-.mp3,.mp3,120.5,192,1.5933,Red -reduction division-.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Snow Connect/Snow Connect.mp3,Snow Connect.mp3,.mp3,102.16,278,2.7211,Snow Connect.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç≠ÇÈÇ≠ÇÈÉtÉ@ÉiÉeÉBÉbÉN/KuruKuru Fanatic Demo Movie.mp3,KuruKuru Fanatic Demo Movie.mp3,.mp3,170.07,496,2.9164,Ç≠ÇÈÇ≠ÇÈÉtÉ@ÉiÉeÉBÉbÉN.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/natsuno_owari/âƒÇÃèI‡ÅÇË_short.mp3,âƒÇÃèI‡ÅÇË_short.mp3,.mp3,127.29,482,3.7865,basic.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/HEARTBEAT/HEARTBEAT.mp3,HEARTBEAT.mp3,.mp3,147.77,425,2.876,HEARTBEAT.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/é‹îM Pt.2 Long Train Running/syakunetu.mp3,syakunetu.mp3,.mp3,127.54,469,3.6772,syakunetu.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/GHOSTÅ~GRADUATION/GHOSTÅ~GRADUATION.mp3,GHOSTÅ~GRADUATION.mp3,.mp3,130.12,349,2.6822,GHOSTÅ~GRADUATION.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉÜÉåÉãÉTÉCÉNÉã/ÉÜÉåÉãÉTÉCÉNÉã.mp3,ÉÜÉåÉãÉTÉCÉNÉã.mp3,.mp3,116.13,210,1.8083,ÉÜÉåÉãÉTÉCÉNÉã.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/STARÅôCARNIVAL/STARCARNIVAL.mp3,STARCARNIVAL.mp3,.mp3,114.53,391,3.4138,STARCARNIVAL.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉoÉjÉâÉAÉCÉXÇ…è›ñ˚Ç≈Ç›ÇΩÇÁÇµícéqÇÃÇ®ñ°Ç…Ç»ÇÈÇÊÇÃÇ§ÇΩÅB/ÉoÉjÉâÉAÉCÉXÇ…è›ñ˚Ç≈Ç›ÇΩÇÁÇµícéqÇÃÇ®ñ°Ç…Ç»ÇÈÇÊÇÃÇ§ÇΩÅB.mp3,ÉoÉjÉâÉAÉCÉXÇ…è›ñ˚Ç≈Ç›ÇΩÇÁÇµícéqÇÃÇ®ñ°Ç…Ç»ÇÈÇÊÇÃÇ§ÇΩÅB.mp3,.mp3,23.24,73,3.1415,ÉoÉjÉâÉAÉCÉXÇ…è›ñ˚Ç≈Ç›ÇΩÇÁÇµícéqÇÃÇ®ñ°Ç…Ç»ÇÈÇÊÇÃÇ§ÇΩÅB.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/go!go!Summer drive!/go!go!Summer drive!.mp3,go!go!Summer drive!.mp3,.mp3,182.15,86,0.4721,go!go!Summer drive!.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/PEACE BREAKER/PEACE BREAKER.mp3,PEACE BREAKER.mp3,.mp3,134.35,331,2.4638,PEACE BREAKER.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/KIMONO PRINCESS/KIMONO PRINCESS.mp3,KIMONO PRINCESS.mp3,.mp3,105.0,374,3.5619,KIMONO PRINCESS.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/SINCLAIR/SINCLAIR.mp3,SINCLAIR.mp3,.mp3,100.06,315,3.1482,SINCLAIR.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Elemental Creation/Elemental Creation.mp3,Elemental Creation.mp3,.mp3,133.96,701,5.2331,Elemental Creation.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/GirlsLife/GirlsLife.mp3,GirlsLife.mp3,.mp3,106.03,290,2.735,GirlsLife.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Aliare Ex/Aliare Ex.mp3,Aliare Ex.mp3,.mp3,131.52,477,3.6269,Aliare Ex.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Rave it!! Rave it!!/Rave it!! Rave it!!.mp3,Rave it!! Rave it!!.mp3,.mp3,111.82,341,3.0496,Rave it!! Rave it!!.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç∆Ç®ÇËÇ·ÇÒÇπÅ`ä√î¸ïóóà/yosino.mp3,yosino.mp3,.mp3,205.91,247,1.1995,yosino.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/âiâìÇ»ÇÈ„JÇ∆ëzÇ¢ÇÃÉLÉZÉL/âiâìÇ»ÇÈ„JÇ∆ëzÇ¢ÇÃÉLÉZÉL.mp3,âiâìÇ»ÇÈ„JÇ∆ëzÇ¢ÇÃÉLÉZÉL.mp3,.mp3,106.0,455,4.2923,âiâìÇ»ÇÈ„JÇ∆ëzÇ¢ÇÃÉLÉZÉL.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇ∑ÇÈéoñÖÅôÉâÅôòZèdëtEx/óˆÇ∑ÇÈéoñÖÅôÉâÅôòZèdëtEx.mp3,óˆÇ∑ÇÈéoñÖÅôÉâÅôòZèdëtEx.mp3,.mp3,111.39,204,1.8315,óˆÇ∑ÇÈéoñÖÅôÉâÅôòZèdëtEx.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Angel dust/Angel dust.mp3,Angel dust.mp3,.mp3,150.1,636,4.2372,Angel dust.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Silent Snow/Silent Snow.mp3,Silent Snow.mp3,.mp3,111.31,497,4.4651,Silent Snow.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/smooooch/smooooch.mp3,smooooch.mp3,.mp3,118.44,627,5.2939,smooooch.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/floral summer/floral summer.mp3,floral summer.mp3,.mp3,111.78,484,4.33,floral summer.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/DESTINY/DESTINY.mp3,DESTINY.mp3,.mp3,120.1,280,2.3314,DESTINY.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Kanransya/Kanransya.mp3,Kanransya.mp3,.mp3,99.79,284,2.846,Kanransya.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/BLACK.by X-Cross Fade/BLACK.by X-Cross Fade.mp3,BLACK.by X-Cross Fade.mp3,.mp3,118.65,176,1.4834,BLACK.by X-Cross Fade.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/å∂ç˜/Maboroshi sakura.mp3,Maboroshi sakura.mp3,.mp3,98.06,266,2.7125,å∂ç˜.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ì¯êFÇŒÇ‘ÇÈÇŒÇÈÅ[ÇÒ/ì¯êFÇŒÇ‘ÇÈÇŒÇÈÅ[ÇÒ.mp3,ì¯êFÇŒÇ‘ÇÈÇŒÇÈÅ[ÇÒ.mp3,.mp3,105.55,348,3.297,ì¯êFÇŒÇ‘ÇÈÇŒÇÈÅ[ÇÒ.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç®êÊÇ…ÉVÉãÉuÉvÉå/sirubupure.mp3,sirubupure.mp3,.mp3,90.51,176,1.9444,sirubupure.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/bakamoe/bakamoe.mp3,bakamoe.mp3,.mp3,100.13,164,1.6379,bakamoe.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/your little sister/your little sister.mp3,your little sister.mp3,.mp3,94.85,43,0.4533,your little sister.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ì âöâåàÇπÇÒÇπÅ[ÇµÇÂÇÒ/ì âöâåàÇπÇÒÇπÅ[ÇµÇÂÇÒ.mp3,ì âöâåàÇπÇÒÇπÅ[ÇµÇÂÇÒ.mp3,.mp3,89.63,330,3.682,ì âöâåàÇπÇÒÇπÅ[ÇµÇÂÇÒ.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVEV/LOVEV.mp3,LOVEV.mp3,.mp3,102.79,457,4.4459,LOVEV.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/âıäyÇÃ„J/kairaku.mp3,kairaku.mp3,.mp3,148.31,399,2.6903,kairaku.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/íQÇ´ÇÃêlå`/nageki.mp3,nageki.mp3,.mp3,126.16,576,4.5657,nageki.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Dogu Ditty/Dogu Ditty.mp3,Dogu Ditty.mp3,.mp3,124.15,498,4.0113,Dogu Ditty.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇµÇƒÇÈÇµ/óˆÇµÇƒÇÈÇµ.mp3,óˆÇµÇƒÇÈÇµ.mp3,.mp3,77.94,226,2.8998,óˆÇµÇƒÇÈÇµ.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇ∑ÇÈÉJÉvÉ`Å[Ém/óˆÇ∑ÇÈÉJÉvÉ`Å[Ém.mp3,óˆÇ∑ÇÈÉJÉvÉ`Å[Ém.mp3,.mp3,107.22,401,3.74,óˆÇ∑ÇÈÉJÉvÉ`Å[Ém.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ê_ìIënë¢/ê_ìIënë¢.mp3,ê_ìIënë¢.mp3,.mp3,98.45,227,2.3057,ê_ìIënë¢.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/TRUTH and FATE/TRUTH and FATE.mp3,TRUTH and FATE.mp3,.mp3,150.34,406,2.7006,TRUTH.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/128Å„e980 Ex/128Å„e980.mp3,128Å„e980.mp3,.mp3,117.86,201,1.7053,128Å„e980.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Summer days rhapsody/Summer days rhapsody.mp3,Summer days rhapsody.mp3,.mp3,130.3,379,2.9087,Summer days rhapsody.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ï˙â€å„ÉXÉgÅ[ÉLÉìÉO/ï˙â€å„ÉXÉgÅ[ÉLÉìÉO.mp3,ï˙â€å„ÉXÉgÅ[ÉLÉìÉO.mp3,.mp3,119.97,407,3.3926,ï˙â€å„ÉXÉgÅ[ÉLÉìÉO.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/campanella1/campanella1.mp3,campanella1.mp3,.mp3,87.12,293,3.3632,campanella1.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/brotherkisst/brotherkisst.mp3,brotherkisst.mp3,.mp3,107.23,363,3.3852,brotherkisst.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/òTíjÇ™óˆÇÇµÇΩEx/òTíjÇ™óˆÇÇµÇΩ.mp3,òTíjÇ™óˆÇÇµÇΩ.mp3,.mp3,85.94,298,3.4674,òTíjÇ™óˆÇÇµÇΩ.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Floating up/floating_up.mp3,floating_up.mp3,.mp3,116.48,521,4.4729,floating_up.ssc
