# ML Generation Strategy,Weighted Multinomial Probability Sampling
# Graph Search Strategy,"Exhaustive Sequence Evaluation (Math computes all 16 states natively, no Beam Search needed)"
# Temperature,1.8
# Top-P,0.9
# Min-P,0.05
# Top-K,None
# Repetition Penalty,"Dynamic Scale Matrix (1.0 + N*0.2, Last-Beat Multiplier 1.1x)"
global_bpm,song_duration_minutes,beat_time_sec,total_onsets_in_beat_slot,onset_detected,selected_step,step_probabilities,final_step_selection,time_taken_sec
117.5,2.37,0.00,2,True,0110,0000-10.0%|0001-15.9%|0010-9.1%|0100-6.8%|1000-3.5%|0011-8.6%|0101-5.4%|0110-18.2%|1001-0.0%|1010-0.0%|1100-0.0%|0111-10.5%|1011-0.0%|1101-4.0%|1110-3.4%|1111-4.4%,0110,2.02
117.5,2.37,88.89,3,True,0100,0000-12.8%|0001-9.3%|0010-2.8%|0100-5.9%|1000-6.0%|0011-6.1%|0101-6.3%|0110-22.7%|1001-0.0%|1010-0.0%|1100-3.2%|0111-13.8%|1011-0.0%|1101-3.7%|1110-7.4%|1111-0.0%,0100,5.80
117.5,2.37,89.40,1,True,1111,0000-12.7%|0001-9.0%|0010-0.0%|0100-3.3%|1000-6.4%|0011-5.8%|0101-6.3%|0110-24.5%|1001-0.0%|1010-0.0%|1100-3.5%|0111-13.1%|1011-0.0%|1101-4.0%|1110-7.9%|1111-3.5%,1111,5.80
117.5,2.37,89.91,3,True,0110,0000-12.6%|0001-12.1%|0010-2.9%|0100-4.0%|1000-5.6%|0011-4.6%|0101-6.9%|0110-23.2%|1001-0.0%|1010-0.0%|1100-3.0%|0111-15.4%|1011-0.0%|1101-3.3%|1110-6.4%|1111-0.0%,0110,5.76
117.5,2.37,90.42,2,True,0101,0000-13.0%|0001-12.3%|0010-2.9%|0100-6.0%|1000-5.1%|0011-4.8%|0101-7.1%|0110-21.0%|1001-0.0%|1010-0.0%|1100-2.8%|0111-15.8%|1011-0.0%|1101-3.1%|1110-6.0%|1111-0.0%,0101,5.76
117.5,2.37,90.93,2,True,0011,0000-12.7%|0001-12.2%|0010-3.0%|0100-6.0%|1000-5.1%|0011-4.8%|0101-3.8%|0110-24.5%|1001-0.0%|1010-0.0%|1100-2.9%|0111-15.8%|1011-0.0%|1101-3.2%|1110-6.0%|1111-0.0%,0011,5.75
117.5,2.37,91.44,1,True,1000,0000-16.0%|0001-12.1%|0010-3.0%|0100-5.9%|1000-5.3%|0011-0.0%|0101-4.8%|0110-24.5%|1001-0.0%|1010-0.0%|1100-3.0%|0111-15.9%|1011-0.0%|1101-3.2%|1110-6.2%|1111-0.0%,1000,5.75
117.5,2.37,91.95,1,True,0111,0000-14.0%|0001-9.1%|0010-0.0%|0100-4.4%|1000-4.0%|0011-5.0%|0101-3.4%|0110-26.6%|1001-0.0%|1010-0.0%|1100-3.9%|0111-13.0%|1011-0.0%|1101-4.0%|1110-9.1%|1111-3.5%,0111,5.80
117.5,2.37,92.46,2,True,0001,0000-15.1%|0001-9.5%|0010-0.0%|0100-4.7%|1000-4.2%|0011-5.3%|0101-3.5%|0110-30.7%|1001-0.0%|1010-0.0%|1100-3.5%|0111-9.0%|1011-0.0%|1101-3.5%|1110-8.0%|1111-3.0%,0001,5.80
117.5,2.37,92.97,3,True,0000,0000-15.0%|0001-5.7%|0010-0.0%|0100-4.8%|1000-4.1%|0011-5.3%|0101-3.5%|0110-31.7%|1001-0.0%|1010-0.0%|1100-3.5%|0111-10.7%|1011-0.0%|1101-3.5%|1110-7.9%|1111-4.3%,0000,5.80
117.5,2.37,93.48,3,True,0001,0000-10.5%|0001-6.8%|0010-0.0%|0100-7.4%|1000-4.4%|0011-5.4%|0101-3.7%|0110-31.2%|1001-0.0%|1010-0.0%|1100-3.7%|0111-10.6%|1011-0.0%|1101-3.6%|1110-8.2%|1111-4.5%,0001,5.80
117.5,2.37,93.99,2,True,0110,0000-12.7%|0001-6.4%|0010-0.0%|0100-8.5%|1000-4.0%|0011-5.5%|0101-4.8%|0110-28.0%|1001-0.0%|1010-0.0%|1100-2.9%|0111-12.4%|1011-0.0%|1101-3.2%|1110-6.2%|1111-5.4%,0110,5.84
117.5,2.37,94.51,2,True,0000,0000-13.4%|0001-7.8%|0010-0.0%|0100-9.0%|1000-3.6%|0011-5.7%|0101-5.1%|0110-28.2%|1001-0.0%|1010-0.0%|1100-0.0%|0111-13.0%|1011-0.0%|1101-3.0%|1110-6.0%|1111-5.2%,0000,5.83
117.5,2.37,95.02,1,True,0101,0000-9.1%|0001-8.0%|0010-0.0%|0100-9.0%|1000-3.7%|0011-5.8%|0101-7.5%|0110-29.9%|1001-0.0%|1010-0.0%|1100-0.0%|0111-12.8%|1011-0.0%|1101-3.0%|1110-5.9%|1111-5.2%,0101,5.84
117.5,2.37,95.53,2,True,0001,0000-10.2%|0001-7.4%|0010-0.0%|0100-8.6%|1000-3.8%|0011-7.8%|0101-3.8%|0110-28.6%|1001-0.0%|1010-0.0%|1100-2.9%|0111-12.5%|1011-0.0%|1101-3.1%|1110-6.1%|1111-5.3%,0001,5.84
117.5,2.37,96.04,1,True,0110,0000-7.9%|0001-3.8%|0010-0.0%|0100-7.1%|1000-7.5%|0011-7.6%|0101-3.9%|0110-29.5%|1001-0.0%|1010-0.0%|1100-3.5%|0111-10.2%|1011-0.0%|1101-4.1%|1110-8.1%|1111-6.7%,0110,5.98
117.5,2.37,96.55,2,True,0100,0000-8.2%|0001-5.0%|0010-0.0%|0100-7.3%|1000-6.6%|0011-7.9%|0101-4.0%|0110-27.1%|1001-0.0%|1010-0.0%|1100-3.2%|0111-13.7%|1011-0.0%|1101-3.7%|1110-7.3%|1111-6.1%,0100,5.98
117.5,2.37,97.06,1,True,1111,0000-8.1%|0001-6.6%|0010-0.0%|0100-4.0%|1000-6.6%|0011-7.9%|0101-4.1%|0110-28.9%|1001-0.0%|1010-0.0%|1100-3.2%|0111-13.8%|1011-0.0%|1101-3.7%|1110-7.2%|1111-6.0%,1111,5.98
117.5,2.37,97.57,1,True,1111,0000-10.6%|0001-6.5%|0010-0.0%|0100-5.0%|1000-6.7%|0011-7.8%|0101-4.1%|0110-28.1%|1001-0.0%|1010-0.0%|1100-3.3%|0111-13.7%|1011-0.0%|1101-3.7%|1110-7.4%|1111-3.1%,1111,5.98
117.5,2.37,98.08,1,True,0011,0000-11.4%|0001-7.6%|0010-0.0%|0100-4.6%|1000-7.8%|0011-7.1%|0101-3.3%|0110-28.8%|1001-0.0%|1010-2.9%|1100-3.3%|0111-11.3%|1011-0.0%|1101-3.5%|1110-8.4%|1111-0.0%,0011,6.08
117.5,2.37,98.59,1,True,0110,0000-12.1%|0001-7.9%|0010-0.0%|0100-4.7%|1000-6.8%|0011-4.1%|0101-3.4%|0110-33.0%|1001-0.0%|1010-0.0%|1100-3.0%|0111-11.9%|1011-0.0%|1101-3.1%|1110-7.4%|1111-2.9%,0110,6.08
117.5,2.37,99.10,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,99.61,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,100.12,1,True,0110,0000-7.3%|0001-9.8%|0010-0.0%|0100-3.8%|1000-8.5%|0011-5.9%|0101-4.7%|0110-24.9%|1001-3.4%|1010-0.0%|1100-0.0%|0111-11.7%|1011-3.6%|1101-3.5%|1110-9.3%|1111-3.5%,0110,6.16
117.5,2.37,100.64,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,101.15,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,101.66,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,102.17,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,102.68,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,103.19,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,103.70,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,104.21,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,104.72,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,105.23,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,105.74,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,106.25,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,106.77,1,True,0001,0000-0.0%|0001-10.1%|0010-0.0%|0100-6.2%|1000-6.8%|0011-6.8%|0101-5.0%|0110-29.9%|1001-0.0%|1010-0.0%|1100-3.4%|0111-11.6%|1011-3.1%|1101-3.4%|1110-7.5%|1111-6.3%,0001,6.62
117.5,2.37,107.28,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,107.79,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,108.30,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,108.81,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,109.32,1,True,0110,0000-0.0%|0001-6.5%|0010-0.0%|0100-5.3%|1000-9.3%|0011-6.5%|0101-3.7%|0110-29.2%|1001-0.0%|1010-0.0%|1100-4.4%|0111-9.7%|1011-3.8%|1101-3.9%|1110-9.8%|1111-7.9%,0110,6.70
117.5,2.37,109.83,2,True,1110,0000-0.0%|0001-6.3%|0010-0.0%|0100-5.7%|1000-9.3%|0011-6.2%|0101-3.9%|0110-25.0%|1001-0.0%|1010-3.7%|1100-4.6%|0111-9.9%|1011-3.6%|1101-4.0%|1110-9.8%|1111-7.9%,1110,6.69
117.5,2.37,110.34,3,True,0000,0000-5.4%|0001-7.4%|0010-0.0%|0100-6.5%|1000-7.4%|0011-7.9%|0101-5.0%|0110-27.2%|1001-0.0%|1010-3.1%|1100-5.0%|0111-8.5%|1011-0.0%|1101-4.5%|1110-5.4%|1111-6.7%,0000,6.95
117.5,2.37,110.85,3,True,0111,0000-4.8%|0001-7.8%|0010-0.0%|0100-6.7%|1000-7.1%|0011-8.2%|0101-5.3%|0110-28.7%|1001-0.0%|1010-0.0%|1100-5.0%|0111-9.0%|1011-0.0%|1101-4.4%|1110-6.3%|1111-6.7%,0111,7.33
117.5,2.37,111.36,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,111.87,2,True,1111,0000-4.4%|0001-10.6%|0010-0.0%|0100-6.7%|1000-6.9%|0011-8.0%|0101-5.4%|0110-28.6%|1001-0.0%|1010-0.0%|1100-4.0%|0111-7.3%|1011-0.0%|1101-4.0%|1110-6.7%|1111-7.3%,1111,6.95
117.5,2.37,112.38,1,True,0000,0000-5.7%|0001-8.4%|0010-0.0%|0100-6.2%|1000-8.8%|0011-6.0%|0101-4.8%|0110-29.2%|1001-0.0%|1010-3.5%|1100-4.2%|0111-6.3%|1011-0.0%|1101-4.1%|1110-8.1%|1111-4.8%,0000,6.97
117.5,2.37,112.90,2,True,0110,0000-5.3%|0001-9.0%|0010-0.0%|0100-6.6%|1000-8.4%|0011-6.3%|0101-5.1%|0110-31.3%|1001-0.0%|1010-0.0%|1100-4.1%|0111-6.5%|1011-0.0%|1101-4.0%|1110-7.6%|1111-5.7%,0110,6.97
117.5,2.37,113.41,3,True,1101,0000-7.8%|0001-9.0%|0010-0.0%|0100-6.6%|1000-8.1%|0011-6.2%|0101-5.2%|0110-27.1%|1001-0.0%|1010-3.2%|1100-3.8%|0111-6.5%|1011-0.0%|1101-3.8%|1110-7.2%|1111-5.4%,1101,6.97
117.5,2.37,113.92,2,True,0110,0000-7.6%|0001-8.7%|0010-0.0%|0100-6.8%|1000-8.2%|0011-6.0%|0101-5.1%|0110-30.9%|1001-0.0%|1010-3.1%|1100-4.1%|0111-6.6%|1011-0.0%|1101-0.0%|1110-7.3%|1111-5.5%,0110,6.96
117.5,2.37,114.43,1,True,1110,0000-6.6%|0001-8.2%|0010-0.0%|0100-5.1%|1000-9.1%|0011-6.4%|0101-4.3%|0110-26.2%|1001-0.0%|1010-0.0%|1100-4.4%|0111-7.5%|1011-3.5%|1101-0.0%|1110-11.8%|1111-6.9%,1110,7.11
117.5,2.37,114.94,3,True,0110,0000-9.1%|0001-8.5%|0010-0.0%|0100-5.5%|1000-8.4%|0011-6.6%|0101-4.5%|0110-28.8%|1001-0.0%|1010-0.0%|1100-4.4%|0111-7.5%|1011-3.3%|1101-0.0%|1110-7.0%|1111-6.5%,0110,7.11
117.5,2.37,115.45,5,True,0001,0000-9.0%|0001-8.7%|0010-0.0%|0100-5.4%|1000-8.5%|0011-6.5%|0101-4.6%|0110-24.7%|1001-0.0%|1010-0.0%|1100-4.7%|0111-10.5%|1011-3.3%|1101-0.0%|1110-8.1%|1111-6.1%,0001,7.11
117.5,2.37,115.96,3,True,0011,0000-10.8%|0001-4.7%|0010-0.0%|0100-5.5%|1000-8.3%|0011-6.3%|0101-4.5%|0110-26.1%|1001-0.0%|1010-0.0%|1100-5.0%|0111-10.6%|1011-0.0%|1101-3.4%|1110-8.4%|1111-6.3%,0011,7.11
117.5,2.37,116.47,3,True,1000,0000-11.3%|0001-6.5%|0010-0.0%|0100-5.9%|1000-7.1%|0011-2.8%|0101-5.4%|0110-26.6%|1001-0.0%|1010-0.0%|1100-4.2%|0111-10.9%|1011-0.0%|1101-3.2%|1110-8.3%|1111-8.0%,1000,7.15
117.5,2.37,116.98,1,True,0100,0000-15.2%|0001-6.7%|0010-0.0%|0100-5.9%|1000-3.5%|0011-3.7%|0101-5.4%|0110-26.8%|1001-0.0%|1010-0.0%|1100-3.9%|0111-10.8%|1011-0.0%|1101-2.9%|1110-7.6%|1111-7.6%,0100,7.15
117.5,2.37,117.49,2,True,0110,0000-14.8%|0001-6.5%|0010-0.0%|0100-2.9%|1000-4.3%|0011-3.6%|0101-5.3%|0110-29.8%|1001-0.0%|1010-0.0%|1100-4.0%|0111-10.7%|1011-0.0%|1101-2.9%|1110-7.7%|1111-7.6%,0110,7.15
117.5,2.37,118.00,1,True,0110,0000-14.5%|0001-6.4%|0010-0.0%|0100-3.9%|1000-4.5%|0011-3.4%|0101-5.3%|0110-26.0%|1001-0.0%|1010-0.0%|1100-4.3%|0111-11.1%|1011-0.0%|1101-4.9%|1110-7.9%|1111-7.7%,0110,7.15
117.5,2.37,118.51,5,True,0110,0000-14.4%|0001-6.4%|0010-0.0%|0100-4.8%|1000-5.0%|0011-4.6%|0101-6.2%|0110-18.7%|1001-0.0%|1010-3.2%|1100-4.4%|0111-11.0%|1011-0.0%|1101-5.3%|1110-7.6%|1111-8.4%,0110,6.89
117.5,2.37,119.03,2,True,0111,0000-15.4%|0001-6.7%|0010-0.0%|0100-5.1%|1000-4.5%|0011-4.8%|0101-6.4%|0110-18.9%|1001-0.0%|1010-0.0%|1100-4.1%|0111-11.6%|1011-0.0%|1101-4.9%|1110-9.6%|1111-8.0%,0111,6.89
117.5,2.37,119.54,2,True,1100,0000-15.6%|0001-6.9%|0010-0.0%|0100-5.1%|1000-4.3%|0011-5.0%|0101-6.4%|0110-23.3%|1001-0.0%|1010-0.0%|1100-3.9%|0111-7.5%|1011-0.0%|1101-4.8%|1110-9.4%|1111-7.8%,1100,6.89
117.5,2.37,120.05,1,True,1000,0000-14.9%|0001-8.8%|0010-0.0%|0100-5.5%|1000-4.2%|0011-4.7%|0101-6.5%|0110-23.1%|1001-0.0%|1010-2.8%|1100-0.0%|0111-8.4%|1011-0.0%|1101-4.7%|1110-9.0%|1111-7.4%,1000,6.90
117.5,2.37,120.56,5,True,1101,0000-15.8%|0001-8.9%|0010-0.0%|0100-5.1%|1000-0.0%|0011-6.7%|0101-5.6%|0110-22.5%|1001-0.0%|1010-2.9%|1100-2.9%|0111-8.7%|1011-0.0%|1101-4.8%|1110-8.9%|1111-7.2%,1101,7.26
117.5,2.37,121.07,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,121.58,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,122.09,2,True,0100,0000-9.0%|0001-9.3%|0010-0.0%|0100-7.6%|1000-4.1%|0011-7.1%|0101-5.8%|0110-27.0%|1001-0.0%|1010-2.7%|1100-0.0%|0111-9.6%|1011-0.0%|1101-2.8%|1110-8.2%|1111-6.9%,0100,7.25
117.5,2.37,122.60,1,True,1000,0000-11.7%|0001-10.3%|0010-0.0%|0100-4.9%|1000-5.2%|0011-6.7%|0101-5.8%|0110-25.6%|1001-0.0%|1010-2.8%|1100-2.9%|0111-9.4%|1011-0.0%|1101-0.0%|1110-8.0%|1111-6.7%,1000,7.53
117.5,2.37,123.11,2,True,0110,0000-12.1%|0001-10.2%|0010-2.9%|0100-6.1%|1000-0.0%|0011-7.0%|0101-5.8%|0110-28.2%|1001-0.0%|1010-2.6%|1100-2.5%|0111-9.5%|1011-0.0%|1101-0.0%|1110-7.1%|1111-6.2%,0110,7.52
117.5,2.37,123.62,2,True,1000,0000-11.9%|0001-10.0%|0010-2.9%|0100-6.0%|1000-3.1%|0011-7.0%|0101-5.8%|0110-24.3%|1001-0.0%|1010-2.7%|1100-0.0%|0111-12.5%|1011-0.0%|1101-0.0%|1110-7.3%|1111-6.4%,1000,7.53
117.5,2.37,124.13,2,True,0110,0000-11.3%|0001-9.5%|0010-2.7%|0100-6.1%|1000-0.0%|0011-6.7%|0101-5.6%|0110-25.6%|1001-0.0%|1010-2.6%|1100-4.2%|0111-12.3%|1011-0.0%|1101-0.0%|1110-7.2%|1111-6.2%,0110,7.53
117.5,2.37,124.64,2,True,1110,0000-9.6%|0001-8.6%|0010-0.0%|0100-3.2%|1000-3.8%|0011-6.0%|0101-3.5%|0110-23.9%|1001-0.0%|1010-0.0%|1100-6.0%|0111-10.0%|1011-0.0%|1101-3.7%|1110-12.8%|1111-9.0%,1110,7.58
117.5,2.37,125.16,2,True,0000,0000-11.5%|0001-9.7%|0010-0.0%|0100-3.6%|1000-2.7%|0011-6.6%|0101-3.9%|0110-28.5%|1001-0.0%|1010-0.0%|1100-4.8%|0111-10.8%|1011-0.0%|1101-4.6%|1110-6.0%|1111-7.2%,0000,7.57
117.5,2.37,125.67,2,True,0001,0000-9.2%|0001-9.4%|0010-0.0%|0100-3.3%|1000-2.7%|0011-6.5%|0101-3.8%|0110-28.7%|1001-0.0%|1010-0.0%|1100-5.2%|0111-10.8%|1011-0.0%|1101-4.9%|1110-7.8%|1111-7.6%,0001,7.57
117.5,2.37,126.18,2,True,1101,0000-13.2%|0001-5.3%|0010-0.0%|0100-3.6%|1000-2.8%|0011-6.3%|0101-3.9%|0110-27.9%|1001-0.0%|1010-0.0%|1100-5.2%|0111-11.2%|1011-0.0%|1101-5.0%|1110-7.9%|1111-7.8%,1101,7.57
117.5,2.37,126.69,1,True,1100,0000-12.4%|0001-6.8%|0010-0.0%|0100-5.6%|1000-3.1%|0011-6.3%|0101-4.6%|0110-29.4%|1001-0.0%|1010-0.0%|1100-4.5%|0111-11.4%|1011-0.0%|1101-0.0%|1110-8.6%|1111-7.2%,1100,7.55
117.5,2.37,127.20,2,True,1110,0000-13.5%|0001-7.5%|0010-0.0%|0100-5.8%|1000-3.5%|0011-6.6%|0101-4.7%|0110-31.8%|1001-0.0%|1010-0.0%|1100-0.0%|0111-11.6%|1011-0.0%|1101-2.5%|1110-6.7%|1111-5.9%,1110,7.55
117.5,2.37,127.71,3,True,0110,0000-13.2%|0001-7.4%|0010-0.0%|0100-5.7%|1000-3.4%|0011-6.6%|0101-4.7%|0110-34.6%|1001-0.0%|1010-0.0%|1100-0.0%|0111-12.0%|1011-0.0%|1101-2.6%|1110-3.8%|1111-6.0%,0110,7.55
117.5,2.37,128.22,1,True,1000,0000-13.2%|0001-7.0%|0010-0.0%|0100-6.0%|1000-6.0%|0011-6.5%|0101-4.7%|0110-29.4%|1001-0.0%|1010-0.0%|1100-0.0%|0111-11.9%|1011-0.0%|1101-3.0%|1110-5.6%|1111-6.7%,1000,7.55
117.5,2.37,128.73,3,True,1110,0000-13.0%|0001-5.8%|0010-0.0%|0100-5.9%|1000-3.6%|0011-5.8%|0101-4.4%|0110-31.6%|1001-0.0%|1010-0.0%|1100-0.0%|0111-12.4%|1011-0.0%|1101-3.3%|1110-6.6%|1111-7.7%,1110,7.60
117.5,2.37,129.24,1,True,0101,0000-13.6%|0001-6.2%|0010-0.0%|0100-6.0%|1000-3.4%|0011-6.1%|0101-4.6%|0110-34.5%|1001-0.0%|1010-0.0%|1100-0.0%|0111-13.0%|1011-0.0%|1101-2.5%|1110-3.7%|1111-6.3%,0101,7.68
117.5,2.37,129.75,2,True,0001,0000-16.1%|0001-6.0%|0010-0.0%|0100-5.5%|1000-3.4%|0011-5.9%|0101-0.0%|0110-34.1%|1001-0.0%|1010-0.0%|1100-2.4%|0111-12.6%|1011-0.0%|1101-2.6%|1110-5.0%|1111-6.5%,0001,7.60
117.5,2.37,130.26,2,True,0110,0000-16.5%|0001-4.7%|0010-0.0%|0100-6.7%|1000-3.8%|0011-5.8%|0101-3.0%|0110-33.5%|1001-0.0%|1010-0.0%|1100-0.0%|0111-11.3%|1011-0.0%|1101-2.9%|1110-5.4%|1111-6.5%,0110,7.60
117.5,2.37,130.77,1,True,0111,0000-15.5%|0001-7.3%|0010-0.0%|0100-6.0%|1000-5.6%|0011-6.2%|0101-2.8%|0110-24.6%|1001-0.0%|1010-0.0%|1100-3.4%|0111-9.3%|1011-0.0%|1101-4.9%|1110-7.7%|1111-6.7%,0111,7.64
117.5,2.37,131.29,3,True,0000,0000-16.2%|0001-7.7%|0010-0.0%|0100-5.6%|1000-4.6%|0011-6.7%|0101-2.8%|0110-27.6%|1001-0.0%|1010-0.0%|1100-4.4%|0111-6.3%|1011-0.0%|1101-4.4%|1110-7.0%|1111-6.6%,0000,7.64
117.5,2.37,131.80,1,True,0100,0000-10.9%|0001-7.6%|0010-0.0%|0100-5.3%|1000-4.8%|0011-6.7%|0101-2.7%|0110-28.5%|1001-0.0%|1010-0.0%|1100-4.6%|0111-7.8%|1011-0.0%|1101-4.7%|1110-9.6%|1111-6.8%,0100,7.65
117.5,2.37,132.31,1,True,0011,0000-12.0%|0001-7.2%|0010-0.0%|0100-2.9%|1000-4.6%|0011-6.3%|0101-2.8%|0110-30.9%|1001-0.0%|1010-0.0%|1100-4.7%|0111-7.6%|1011-0.0%|1101-4.7%|1110-9.5%|1111-6.7%,0011,7.64
117.5,2.37,132.82,2,True,0110,0000-12.3%|0001-5.9%|0010-0.0%|0100-3.6%|1000-7.7%|0011-3.2%|0101-0.0%|0110-31.4%|1001-0.0%|1010-0.0%|1100-4.9%|0111-8.8%|1011-0.0%|1101-5.4%|1110-9.5%|1111-7.5%,0110,7.80
117.5,2.37,133.33,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
